Molecular Weight,C,Compositions,GalNAcS,GalP,GalS,NeuGc,Hex,Pen,Fuc,Neu,HexNAc,NeuAcAc,ManP,Kdn,HexN,HexA,GlcNAcS,Xxx,GlcAS,GalNAcS2,Rha,Xyl,NeuAc,Water,Adduct/Replacement,Adduct Amount,Peptide Sequence,Peptide Modification,Peptide Missed Cleavage Number,Number of Glycan Attachment to Peptide,Start AA,End AA
1201.4231970287,0,[0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1931.6875892387,0,[0;0;0;0;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1931.6875892387,0,[0;0;0;0;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
2675.9312460087,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,NH3/H,0,,,0,0,0,0
2019.7036332687,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
1728.6082166337,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1728.6082166337,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1258.4446607637,0,[0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,0,,,0,0,0,0
1519.5658982087,0,[0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1259.4650618687,0,[0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2881.0262686837,0,[0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;3;1],0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,1,NH3/H,0,,,0,0,0,0
691.2534931587,0,[0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
529.2006696587,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2368.8409147437,0,[0;0;0;0;5;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
1355.4597017887,0,[0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
999.3642255287,0,[0;0;0;0;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1398.5019009637,0,[0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1421.5178853687,0,[0;0;0;0;4;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
958.3376764237,0,[0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2587.9152019787,0,[0;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
529.2006696587,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
545.1955842887,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
545.1955842887,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
424.1693098937,0,[0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
180.0633881837,0,[0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
342.1162116837,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1072.3806038937,0,[0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1234.4334273937,0,[0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1560.5547244637,0,[0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
545.1955842887,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1560.5547244637,0,[0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1462.5444344737,0,[0;0;0;0;3;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1421.5178853687,0,[0;0;0;0;4;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1989.7294540787,0,[0;0;0;0;5;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2571.9202873487,0,[0;0;0;0;5;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
545.1955842887,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1168.4129666637,0,[0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
951.3543294987,0,[0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
835.3069853287,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
426.1849599637,0,[0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1599.5656234987,0,[0;0;0;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1462.5444344737,0,[0;0;0;0;3;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2135.7873629487,0,[0;0;0;0;5;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1745.6235323687,0,[0;0;0;0;6;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1610.6179934137,0,[0;0;0;0;3;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1300.4916109737,0,[0;0;0;0;2;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
626.1602239137,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1958.7348737837,0,[0;0;0;0;3;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;1;1],0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
820.2960862937,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
982.3489097937,0,[0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
559.0513045987,0,[1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
836.2910009237,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
529.2006696587,0,[0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1569.5914443087,0,[0;0;0;0;3;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
478.0866649737,0,[1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
559.0513045987,0,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NH3/H,0,,,0,0,0,0
924.3070449537,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
1391.5437061787,0,[0;0;0;0;2;0;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2019.7036332687,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
2735.9887609187,0,[0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2735.9887609187,0,[0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1558.5390743937,0,[0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1884.6980943137,0,[0;0;0;0;2;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;2;1],0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
715.2647265287,0,[0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
6750.4524201437,0,[0;0;0;0;15;0;6;0;14;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,15,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
2019.7036332687,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
2019.7036332687,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
1113.4071529987,0,[0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
691.2171076487,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1321.4290703187,0,[0;0;0;2;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1259.4650618687,0,[0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1259.4650618687,0,[0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1314.4331526837,0,[0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
990.3275056837,0,[0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
836.2910009237,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1915.6926746087,0,[0;0;0;0;4;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
748.2749568937,0,[0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1355.4597017887,0,[0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2937.0524834537,0,[0;0;0;0;6;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,6,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
2734.9935119537,0,[0;0;0;0;6;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
2516.9144736837,0,[0;0;0;0;7;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
950.2658709137,0,[0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1388.5076550037,0,[0;0;0;0;2;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1389.5280561087,0,[0;0;0;0;2;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2239.7983216087,0,[0;0;0;0;6;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
2588.9356030837,0,[0;0;0;0;6;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,6,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1729.6286177387,0,[0;0;0;0;5;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1218.4385127637,0,[0;0;0;0;4;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
545.1955842887,0,[0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1154.4337021037,0,[0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
990.3275056837,0,[0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
342.1162116837,0,[0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
951.3543294987,0,[0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1665.6238070787,0,[0;0;0;0;3;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1113.4071529987,0,[0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
3158.1675728987,0,[0;0;0;0;7;0;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
2005.7243687087,0,[0;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1404.5025696337,0,[0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1039.3703735287,0,[0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
2571.9202873487,0,[0;0;0;0;5;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1],0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,NH3/H,0,,,0,0,0,0
3681.2961402237,0,[0;0;0;0;7;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
1545.5247241687,0,[1;0;0;0;3;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1],1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
3535.2382313537,0,[0;0;0;0;7;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;1],0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,NH3/H,0,,,0,0,0,0
1748.6040967737,0,[1;0;0;0;3;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1],1,0,0,0,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1869.6303711687,0,[1;0;0;0;5;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1],1,0,0,0,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1316.4865256037,0,[0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
877.3175500287,0,[0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1],0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,NH3/H,0,,,0,0,0,0
1355.4597017887,0,[0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1437.5127999987,0,[0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
1519.5658982087,0,[0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1],0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,NH3/H,0,,,0,0,0,0
